"Id"	"Prompt"	"Wavfile"	"RecResult"	"Transcription"	"language"	"meaning"
"10439"	"Frag: Gibt es einen Coiffeur?"	"10439.wav"	"is there a hairdresser"	"is there a hairdresser"	"correct"	"correct"
"10440"	"Sag: Ich heisse Silvia"	"10440.wav"	"my name is silvia"	"my name is silvia"	"correct"	"correct"
"10441"	"Sag: Ich bin aus der Schweiz"	"10441.wav"	"i'm from switzerland"	"i'm from switzerland"	"correct"	"correct"
"10443"	"Sag: Die Hauptstadt von der Schweiz ist Bern"	"10443.wav"	"the capital city of switzerland is bern"	"the capital city of switzerland is bern"	"correct"	"correct"
"10444"	"Sag: Ich habe 2 jüngere Schwestern"	"10444.wav"	"i have two younger sisters"	"i have two younger sisters"	"correct"	"correct"
"10446"	"Sag: Ich gehe in die Ferien"	"10446.wav"	"i go in the holidays"	"i go in the holidays"	"incorrect"	"incorrect"
"10447"	"Sag: Dies ist mein Pass"	"10447.wav"	"it is my passport"	"tis my passport"	"correct"	"correct"
"10448"	"Sag: Dies ist mein Pass"	"10448.wav"	"yes it is my passport"	"yes it is my passport"	"correct"	"correct"
"10449"	"Frag: ein Ticket zum Green Park"	"10449.wav"	"i want a ticket to the green park"	"i want*z a ticket to the green park"	"incorrect"	"correct"
"10450"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"10450.wav"	"can i pay by credit card"	"can i pay by credit card"	"correct"	"correct"
"10451"	"Frag: 2 Musical-Tickets"	"10451.wav"	"i would like two musical tickets"	"i would like two musical tickets"	"correct"	"correct"
"10453"	"Sag: Ich möchte am Freitagabend gehen"	"10453.wav"	"i want to go at friday night"	"i want*z to go at friday night"	"incorrect"	"correct"
"10454"	"Sag: Ich möchte am Freitagabend gehen"	"10454.wav"	"i would like to go on friday evening"	"i would like to go on friday evening"	"correct"	"correct"
"10455"	"Frag: 2 Tickets für Wicked"	"10455.wav"	"can i have two tickets for wicked"	"can i have two tickets for wicked"	"correct"	"correct"
"10459"	"Sag: ich kaufe diese Tickets"	"10459.wav"	"i buy this ticket"	"i buy this*z tickets"	"incorrect"	"correct"
"10460"	"Sag: ich kaufe diese Tickets"	"10460.wav"	"and i want to buy just ticket"	"and i want*z to buy just tickets"	"incorrect"	"incorrect"
"10461"	"Sag: ich kaufe diese Tickets"	"10461.wav"	"i want to bay a have ticket"	"i want to pay a xxx ticket"	"incorrect"	"incorrect"
"10462"	"Sag: Ich möchte in der sechsten Reihe sitzen"	"10462.wav"	"i would like to sit in the sixth row"	"i would like to sit in the sixth row"	"incorrect"	"incorrect"
"10463"	"Frag: Tickets für das Naturhistorische Museum"	"10463.wav"	"i would like tickets for the natural history museum"	"i would like tickets for the natural history museum"	"correct"	"correct"
"10464"	"Frag: 3 Tickets"	"10464.wav"	"three tickets please"	"three tickets please"	"correct"	"correct"
"10465"	"Frag: 3 Tickets"	"10465.wav"	"three tickets"	"three tickets"	"correct"	"correct"
"10466"	"Frag: 3 Tickets"	"10466.wav"	"can i have three tickets"	"can i have three tickets"	"correct"	"correct"
"10467"	"Frag: Wo ist die Tate Modern?"	"10467.wav"	"where is the tate modern"	"where is the tate modern"	"correct"	"correct"
"10468"	"Frag: Wo ist Piccadilly Circus?"	"10468.wav"	"where is the piccadilly circus"	"where is the piccadilly*z circus"	"incorrect"	"correct"
"10469"	"Frag: Zimmer für 1 Woche"	"10469.wav"	"a room for one week"	"a room for one week"	"correct"	"correct"
"10470"	"Frag: Twinzimmer"	"10470.wav"	"double room"	"double room"	"incorrect"	"incorrect"
"10471"	"Frag: Twinzimmer"	"10471.wav"	"double room"	"double room"	"incorrect"	"incorrect"
"10472"	"Frag: Twinzimmer"	"10472.wav"	"a twin room please"	"a twin room please"	"correct"	"correct"
"10473"	"Sag: Ich möchte mit Postkarte bezahlen"	"10473.wav"	"i want to pay with post card"	"i want to pay with post card"	"correct"	"correct"
"10474"	"Sag: Ich möchte mit Postkarte bezahlen"	"10474.wav"	"i want to pay with post card"	"i want to pay with post card"	"correct"	"correct"
"10475"	"Sag: Ich möchte mit Postkarte bezahlen"	"10475.wav"	"i would like to pay by post card"	"i would like to pay by post card"	"correct"	"correct"
"10476"	"Frag: Gibt es einen Lebensmittelladen?"	"10476.wav"	"is there a supermarket"	"is there a supermarket"	"correct"	"correct"
"10477"	"Frag: Wo ist der Lebensmittelladen?"	"10477.wav"	"where is the supermarket"	"where is the supermarket"	"correct"	"correct"
"10478"	"Sag: Ich habe keine Reservation"	"10478.wav"	"no i have no reservation"	"no i have no reservation"	"correct"	"correct"
"10479"	"Sag: Ich habe keine Reservation"	"10479.wav"	"i do not have a reservation"	"i do not have any reservation"	"correct"	"correct"
"10482"	"Sag: Ich habe keine Reservation"	"10482.wav"	"i do not have a reservation"	"i do not have a reservation"	"correct"	"correct"
"10483"	"Frag: Zimmer für 3 Nächte"	"10483.wav"	"a room for three nights"	"a room for three nights"	"correct"	"correct"
"10484"	"Frag: Zimmer für 3 Nächte"	"10484.wav"	"a room for three nights"	"a room for three nights"	"correct"	"correct"
"10486"	"Frag: Einzelzimmer"	"10486.wav"	"single room"	"single room"	"correct"	"correct"
"10487"	"Frag: Einzelzimmer"	"10487.wav"	"single room"	"single room"	"correct"	"correct"
"10492"	"Frag: Gibt es eine Hotelbar?"	"10492.wav"	"is there a hotel bar"	"is there a hotel bar"	"correct"	"correct"
"10493"	"Frag: Wo ist die Hotelbar?"	"10493.wav"	"where is the hotel bar"	"where is the hotel*z bar"	"correct"	"correct"
"10494"	"Sag: Mein Zimmer ist dreckig"	"10494.wav"	"my room is dirty"	"my room is dirty"	"correct"	"correct"
"10495"	"Frag: Wo ist der Haarföhn?"	"10495.wav"	"where is the hairdryer"	"where is a hairdryer*z"	"incorrect"	"incorrect"
"10496"	"Frag: Zimmer für 6 Nächte"	"10496.wav"	"a room for three nights"	"a room for three nights"	"incorrect"	"incorrect"
"10497"	"Frag: Zimmer für 6 Nächte"	"10497.wav"	"a room for six nights"	"a room for six nights"	"correct"	"correct"
"10499"	"Frag: Suite"	"10499.wav"	"i want a suite"	"i want a suite"	"correct"	"correct"
"10500"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"10500.wav"	"i want to pay with credit card"	"i want to pay with credit card"	"correct"	"correct"
"10502"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"10502.wav"	"i want to pay with credit card"	"i want to pay with credit card"	"correct"	"correct"
"10504"	"Frag: Gibt es einen Coiffeur?"	"10504.wav"	"is there a hairdresser"	"is there a hairdresser"	"correct"	"correct"
"10507"	"Frag: Wo ist der Coiffeur?"	"10507.wav"	"where is the hairdresser"	"where is the hairdresser"	"correct"	"correct"
"10509"	"Sag: Ich habe keine Reservation"	"10509.wav"	"i don't have a reservation"	"i don't have a reservation"	"correct"	"correct"
"10510"	"Sag: Ich habe keine Reservation"	"10510.wav"	"i don't have a reservation"	"i don't have any reservation"	"correct"	"correct"
"10511"	"Frag: Zimmer für 6 Nächte"	"10511.wav"	"i'd like a room for six nights"	"i'd like a room for six nights"	"correct"	"correct"
"10512"	"Frag: Zimmer für 6 Nächte"	"10512.wav"	"i'd like a room for six nights"	"i'd like a room for six nights"	"correct"	"correct"
"10513"	"Frag: Zimmer für 6 Nächte"	"10513.wav"	"i want a room for six nights"	"i want a room for six nights"	"correct"	"correct"
"10515"	"Frag: Twinzimmer"	"10515.wav"	"twin room"	"twin room"	"correct"	"correct"
"10517"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"10517.wav"	"i want to pay with credit card"	"i want to pay with credit card"	"correct"	"correct"
"10518"	"Frag: Gibt es einen Coiffeur?"	"10518.wav"	"is there any hairdresser"	"is there any hairdresser"	"correct"	"correct"
"10519"	"Frag: Wo ist der Coiffeur?"	"10519.wav"	"where is the hairdresser"	"where is the hairdresser"	"correct"	"correct"
"10520"	"Frag: 4 Tickets nach London"	"10520.wav"	"i'd like four tickets to london"	"i'd like four tickets to london"	"correct"	"correct"
"10521"	"Sag: Ich möchte am Dienstagnachmittag abreisen"	"10521.wav"	"i would like to leave at thursday afternoon"	"i would like to leave at thursday afternoon"	"incorrect"	"incorrect"
"10522"	"Sag: Ich möchte am Dienstagnachmittag abreisen"	"10522.wav"	"i want to leave at thursday afternoon"	"i want to leave at thursday afternoon"	"incorrect"	"incorrect"
"10523"	"Sag: Ich möchte am Dienstagnachmittag abreisen"	"10523.wav"	"i want to leave at tuesday afternoon"	"i want to leave at tuesday afternoon"	"incorrect"	"correct"
"10524"	"Sag: Ich heisse Michelle"	"10524.wav"	"my name is michelle"	"my name is michelle"	"correct"	"correct"
"10525"	"Sag: Ich bin aus England"	"10525.wav"	"i am from england"	"i am from england"	"correct"	"correct"
"10526"	"Frag: 3 Tickets nach London"	"10526.wav"	"i'd like three tickets to london"	"i'd like three tickets to london"	"correct"	"correct"
"10527"	"Sag: Ich möchte am Montagabend abreisen"	"10527.wav"	"i want to leave at monday night"	"i want to leave at monday night"	"incorrect"	"correct"
"10528"	"Sag: Ich heisse Janet"	"10528.wav"	"my name is janet"	"my name is janet*z"	"correct"	"correct"
"10529"	"Sag: Ich bin aus der Türkei"	"10529.wav"	"i am from turkey"	"i am from turkey"	"correct"	"correct"
"10530"	"Frag: 2 Tickets nach London"	"10530.wav"	"i'd like two tickets to london"	"i'd like two tickets to london"	"correct"	"correct"
"10532"	"Frag: 2 Tickets nach London"	"10532.wav"	"i would like two tickets to london"	"i would like two tickets to london"	"correct"	"correct"
"10533"	"Sag: Ich möchte am Sonntagnachmittag abreisen"	"10533.wav"	"i want to leave at sunday afternoon"	"i want to leave at sunday afternoon"	"incorrect"	"correct"
"10534"	"Sag: Ich möchte am Sonntagnachmittag abreisen"	"10534.wav"	"i want to leave at sunday afternoon"	"i want to leave at sunday afternoon"	"incorrect"	"correct"
"10536"	"Sag: Ich heisse Nick"	"10536.wav"	"my name is nick"	"my name is nick"	"correct"	"correct"
"10537"	"Sag: Ich bin aus Australien"	"10537.wav"	"i am from australia"	"i am from australia*z"	"correct"	"correct"
"10538"	"Sag: Mir geht es gut"	"10538.wav"	"i am fine"	"i am fine"	"correct"	"correct"
"10542"	"Frag: weisse Sandalen"	"10542.wav"	"i would like white sandals"	"i would like white sandals"	"correct"	"correct"
"10543"	"Frag: Grösse 44"	"10543.wav"	"forty-four"	"forty-four"	"correct"	"correct"
"10544"	"Frag: ein T-Shirt"	"10544.wav"	"i'm looking for t-shirt"	"i'm looking for a t-shirt"	"correct"	"correct"
"10547"	"Frag: Wo ist der Zoo?"	"10547.wav"	"where is the zoo"	"where is the zoo"	"correct"	"correct"
"10548"	"Frag: Wo ist Big Ben?"	"10548.wav"	"where is the big bean"	"where is the big bean"	"incorrect"	"incorrect"
"10549"	"Frag: Wo ist Big Ben?"	"10549.wav"	"where is the big bean"	"where is the big bean"	"incorrect"	"incorrect"
"10550"	"Frag: Welcher Bus fährt dorthin?"	"10550.wav"	"which bus goes there"	"which bus goes there"	"correct"	"correct"
"10551"	"Sag: Saint Pauls Cathedral ist nahe der Bank of England"	"10551.wav"	"saint pauls cathedral is near of the bank of england"	"saint*z pauls*z cathedral*z is in near of the bank england"	"incorrect"	"incorrect"
"10552"	"Frag: Wo ist das Naturhistorische Museum?"	"10552.wav"	"where is the nature history museum"	"where*z is the nature history museum*z"	"incorrect"	"correct"
"10553"	"Frag: Wo ist das Naturhistorische Museum?"	"10553.wav"	"where is the history museum"	"where*z is the history museum"	"incorrect"	"incorrect"
"10554"	"Frag: Wo ist das Naturhistorische Museum?"	"10554.wav"	"i'm looking for the natural history museum"	"i'm looking for the natural history museum*z"	"correct"	"correct"
"10555"	"Frag: Wo ist Madame Tussauds?"	"10555.wav"	"where is madame tussauds"	"where is madame tussauds*z"	"correct"	"correct"
"10556"	"Frag: Welcher Bus fährt dorthin?"	"10556.wav"	"which bus goes there"	"which bus goes there"	"correct"	"correct"
"10557"	"Sag: Es ist nahe der Bank of England"	"10557.wav"	"this is near of the bank of england"	"this is near of the bank england"	"incorrect"	"correct"
"10558"	"Sag: Es ist nahe der Bank of England"	"10558.wav"	"this is in the near of the bank of england"	"this is in the near of the bank of england"	"incorrect"	"incorrect"
"10559"	"Sag: Es ist nahe der Bank of England"	"10559.wav"	"it's near the bank of england"	"it's near the bank of england"	"correct"	"correct"
"10560"	"Frag: einen Kaffee"	"10560.wav"	"i'd like a coffee"	"i'd like a coffee"	"correct"	"correct"
"10561"	"Frag: ein Steak"	"10561.wav"	"i want a steak"	"i want a steak*z"	"correct"	"correct"
"10562"	"Frag: ein Steak"	"10562.wav"	"i'd like a steak"	"i'd like a steak*z"	"correct"	"correct"
"10563"	"Frag: ein Steak"	"10563.wav"	"i would like the steak"	"i would like the steak"	"correct"	"correct"
"10564"	"Frag: mein Steak medium"	"10564.wav"	"i would like the steak cooked medium"	"i would like the steak cooked medium"	"correct"	"correct"
"10565"	"Frag: mein Steak medium"	"10565.wav"	"i want my steak cooked medium"	"i want my steak cooked medium"	"correct"	"correct"
"10566"	"Frag: Erbsen"	"10566.wav"	"i like a reservation"	"i like erbens*v"	"incorrect"	"incorrect"
"10567"	"Frag: Erbsen"	"10567.wav"	"i would like some peas"	"i would like some peas"	"correct"	"correct"
"10569"	"Frag: Ich möchte die Dessertkarte"	"10569.wav"	"i would like the dessert card"	"i would like desert card"	"incorrect"	"correct"
"10570"	"Frag: Ich möchte die Dessertkarte"	"10570.wav"	"the dessert menu please"	"the desert menu please"	"correct"	"correct"
"10571"	"Frag: Scones"	"10571.wav"	"i'd like the scones"	"i'd like a scones"	"correct"	"correct"
"10572"	"Frag: Ich möchte die Rechnung"	"10572.wav"	"i want the bill"	"i want the bill"	"correct"	"correct"
"10574"	"Frag: 1 Musical-Ticket"	"10574.wav"	"i'd like one musical ticket"	"i'd like one musical ticket"	"correct"	"correct"
"10575"	"Sag: Ich möchte am Sonntagabend gehen"	"10575.wav"	"i want to go to the musical on sunday evening"	"i want to go to the musical on sunday evening"	"correct"	"correct"
"10577"	"Frag: ein Ticket für König der Löwen"	"10577.wav"	"a ticket for queen of lions"	"a ticket for queen of lions"	"incorrect"	"incorrect"
"10578"	"Frag: ein Ticket für König der Löwen"	"10578.wav"	"a ticket for king of lion"	"a ticket for king of lion"	"incorrect"	"correct"
"10579"	"Frag: ein Ticket für König der Löwen"	"10579.wav"	"i want one ticket for the lion king"	"i want one ticket for the lion king"	"correct"	"correct"
"10580"	"Sag: Ich möchte in der fünften Reihe sitzen"	"10580.wav"	"i want to sit in the five lisbon"	"i want to sit in the five reihen*v"	"incorrect"	"incorrect"
"10581"	"Sag: Ich möchte in der fünften Reihe sitzen"	"10581.wav"	"i want"	"i want"	"incorrect"	"incorrect"
"10582"	"Sag: Ich möchte in der fünften Reihe sitzen"	"10582.wav"	"i want to sit in the fifth row"	"i want to sit in the fifth reihe*v"	"correct"	"correct"
"10583"	"Frag: Tickets für das British Museum"	"10583.wav"	"i'd like tickets for the british museum"	"um i'd like tickets for the british museum"	"correct"	"correct"
"10584"	"Frag: 1 Ticket"	"10584.wav"	"one ticket"	"one ticket"	"correct"	"correct"
"10585"	"Frag: 1 Ticket"	"10585.wav"	"i would like one ticket"	"i would like one ticket"	"correct"	"correct"
"10586"	"Frag: ein Ticket zum Piccadilly Circus"	"10586.wav"	"i'd like ti"	"i'd like ti*a"	"incorrect"	"incorrect"
"10587"	"Frag: ein Ticket zum Piccadilly Circus"	"10587.wav"	"i'd like tickets for the piccadilly circus"	"i'd like tickets for the piccadilly*z circus*z"	"incorrect"	"correct"
"10588"	"Frag: ein Ticket zum Piccadilly Circus"	"10588.wav"	"i would like tickets for the piccadilly circus"	"i would like tickets for the piccadilly circus"	"incorrect"	"correct"
"10589"	"Sag: Ich möchte mit Visa bezahlen"	"10589.wav"	"i want to pay with visa"	"i want to pay with visa*z"	"correct"	"correct"
"10590"	"Sag: Ich heisse Brian"	"10590.wav"	"my name is brian"	"my name is brian"	"correct"	"correct"
"10591"	"Sag: Ich bin aus der Türkei"	"10591.wav"	"i am from turkey"	"i am from turkey"	"correct"	"correct"
"10592"	"Sag: Die Hauptstadt von der Türkei ist Ankara"	"10592.wav"	"the capital of turkey is ankara"	"the capital of turkey is ankara"	"correct"	"correct"
"10593"	"Sag: Ich habe 4 ältere Brüder"	"10593.wav"	"i've got four elder brothers"	"i've got four elder*z brothers"	"correct"	"correct"
"10594"	"Sag: Ich gehe in die Ferien"	"10594.wav"	"i'm going on holidays"	"i'm going on holidays"	"incorrect"	"correct"
"10595"	"Sag: Ich gehe in die Ferien"	"10595.wav"	"i am going for holidays"	"i am going for holidays"	"incorrect"	"incorrect"
"10596"	"Sag: Dies ist mein Pass"	"10596.wav"	"yes it is my passport"	"yes it is my passport"	"correct"	"correct"
"10597"	"Sag: Ich heisse Nick"	"10597.wav"	"my name is nick"	"my name is nick"	"correct"	"correct"
"10598"	"Sag: Ich heisse Nick"	"10598.wav"	"my name is nick"	"my name is nick"	"correct"	"correct"
"10599"	"Sag: Ich heisse Nick"	"10599.wav"	"my name is nick"	"my name is nick"	"correct"	"correct"
"10600"	"Sag: Ich bin aus Australien"	"10600.wav"	"i'm from australia"	"i'm from australia"	"correct"	"correct"
"10601"	"Sag: Ich bin aus Australien"	"10601.wav"	"i am from australia"	"i am from australia"	"correct"	"correct"
"10602"	"Sag: Ich heisse Jack"	"10602.wav"	"my name is jack"	"my name is jack"	"correct"	"correct"
"10603"	"Sag: Ich bin aus der Türkei"	"10603.wav"	"i am from turkey"	"i am from turkey"	"correct"	"correct"
"10604"	"Sag: Die Türkei ist nicht in Afrika"	"10604.wav"	"turkey isn't africa"	"turkey isn't in africa"	"correct"	"correct"
"10605"	"Sag: Die Türkei ist nicht in Afrika"	"10605.wav"	"turkey is not in africa"	"turkey is not in africa"	"correct"	"correct"
